time,result
2024-12-14 02:46:32,lose
2024-12-14 02:48:02,lose
2024-12-14 02:49:33,win
2024-12-14 02:51:03,lose
2024-12-14 02:52:32,lose
2024-12-14 02:54:02,lose
2024-12-14 02:55:32,win
2024-12-14 02:57:02,lose
2024-12-14 02:58:38,win
2024-12-14 03:00:06,win
2024-12-14 03:01:37,lose
2024-12-14 03:03:03,lose
2024-12-14 03:04:33,win
2024-12-14 03:06:07,lose
2024-12-14 03:07:36,win
2024-12-14 03:09:08,win
2024-12-14 03:10:38,win
2024-12-14 03:12:03,win
2024-12-14 03:13:38,lose
2024-12-14 03:15:02,win
2024-12-14 03:16:32,lose
2024-12-14 03:18:02,lose
2024-12-14 03:19:32,lose
2024-12-14 03:21:02,win
2024-12-14 03:22:32,win
2024-12-14 03:24:02,win
2024-12-14 03:25:36,lose
2024-12-14 03:27:03,lose
2024-12-14 03:28:37,win
2024-12-14 03:30:07,win
2024-12-14 03:31:38,win
2024-12-14 03:33:08,lose
2024-12-14 03:34:39,win
2024-12-14 03:36:03,win
2024-12-14 03:37:38,lose
2024-12-14 03:39:07,lose
2024-12-14 03:40:33,win
2024-12-14 03:42:08,win
2024-12-14 03:43:33,lose
2024-12-14 03:45:02,lose
2024-12-14 03:46:32,win
2024-12-14 03:48:03,win
2024-12-14 03:49:31,lose
2024-12-14 03:51:04,lose
2024-12-14 03:52:32,lose
2024-12-14 03:54:03,lose
2024-12-14 03:55:37,lose
2024-12-14 03:57:02,lose
2024-12-14 03:58:37,lose
2024-12-14 04:00:07,lose
2024-12-14 04:01:37,win
2024-12-14 04:03:02,lose
2024-12-14 04:04:37,lose
2024-12-14 04:06:07,win
2024-12-14 04:07:37,lose
2024-12-14 04:09:07,lose
2024-12-14 04:10:37,win
2024-12-14 04:12:08,win
2024-12-14 04:13:32,lose
2024-12-14 04:15:03,lose
2024-12-14 04:16:37,win
2024-12-14 04:18:03,win
2024-12-14 04:19:33,lose
2024-12-14 04:21:03,lose
2024-12-14 04:22:33,lose
2024-12-14 04:24:03,lose
2024-12-14 04:25:32,lose
2024-12-14 04:27:07,lose
2024-12-14 04:28:37,win
2024-12-14 04:30:06,win
2024-12-14 04:31:33,lose
2024-12-14 04:33:02,win
2024-12-14 04:34:36,win
2024-12-14 04:36:08,lose
2024-12-14 04:37:38,lose
2024-12-14 04:39:08,lose
2024-12-14 04:40:37,win
2024-12-14 04:42:08,lose
2024-12-14 04:43:33,lose
2024-12-14 04:45:07,lose
2024-12-14 04:46:32,lose
2024-12-14 04:48:03,win
2024-12-14 04:49:31,win
2024-12-14 04:51:02,lose
2024-12-14 04:52:32,lose
2024-12-14 04:54:03,win
2024-12-14 04:55:37,lose
2024-12-14 04:57:07,win
2024-12-14 04:58:33,lose
2024-12-14 05:00:07,win
2024-12-14 05:01:37,win
2024-12-14 05:03:03,lose
2024-12-14 05:04:36,lose
2024-12-14 05:06:08,lose
2024-12-14 05:07:37,win
2024-12-14 05:09:03,lose
2024-12-14 05:10:39,lose
2024-12-14 05:12:09,win
2024-12-14 05:13:32,win
2024-12-14 05:15:02,lose
2024-12-14 05:16:32,win
2024-12-14 05:18:03,win
2024-12-14 05:19:31,win
2024-12-14 05:21:04,win
2024-12-14 05:22:37,lose
2024-12-14 05:24:03,lose
2024-12-14 05:25:33,lose
2024-12-14 05:27:02,win
2024-12-14 05:28:38,lose
2024-12-14 05:30:07,win
2024-12-14 05:31:37,lose
2024-12-14 05:33:02,win
2024-12-14 05:34:32,win
2024-12-14 05:36:03,win
2024-12-14 05:37:38,win
2024-12-14 05:39:08,win
2024-12-14 05:40:37,lose
2024-12-14 05:42:08,win
2024-12-14 05:43:36,win
2024-12-14 05:45:02,lose
2024-12-14 05:46:31,lose
2024-12-14 05:48:03,win
2024-12-14 05:49:33,win
2024-12-14 05:51:03,lose
2024-12-14 05:52:32,lose
2024-12-14 05:54:03,win
2024-12-14 05:55:32,lose
2024-12-14 05:57:03,lose
2024-12-14 05:58:37,lose
2024-12-14 06:00:07,win
2024-12-14 06:01:38,win
2024-12-14 06:03:02,lose
2024-12-14 06:04:42,win
2024-12-14 06:06:08,win
2024-12-14 06:07:38,lose
2024-12-14 06:09:08,win
2024-12-14 06:10:38,win
2024-12-14 06:12:07,lose
2024-12-14 06:13:33,win
2024-12-14 06:15:03,lose
2024-12-14 06:16:33,win
2024-12-14 06:18:03,win
2024-12-14 06:19:32,lose
2024-12-14 06:21:03,lose
2024-12-14 06:22:37,lose
2024-12-14 06:24:02,lose
2024-12-14 06:25:37,win
2024-12-14 06:27:03,lose
2024-12-14 06:28:32,win
2024-12-14 06:30:07,lose
2024-12-14 06:31:37,win
2024-12-14 06:33:03,lose
2024-12-14 06:34:38,win
2024-12-14 06:36:03,lose
2024-12-14 06:37:38,lose
2024-12-14 06:39:08,lose
2024-12-14 06:40:38,lose
2024-12-14 06:42:08,win
2024-12-14 06:43:31,lose
2024-12-14 06:45:02,win
2024-12-14 06:46:32,lose
2024-12-14 06:48:02,win
2024-12-14 06:49:33,win
2024-12-14 06:51:03,lose
2024-12-14 06:52:36,win
2024-12-14 06:54:07,lose
2024-12-14 06:55:33,win
2024-12-14 06:57:08,win
2024-12-14 06:58:37,lose
2024-12-14 07:00:03,win
2024-12-14 07:01:33,lose
2024-12-14 07:03:03,lose
2024-12-14 07:04:37,lose
2024-12-14 07:06:07,lose
2024-12-14 07:07:37,win
2024-12-14 07:09:09,lose
2024-12-14 07:10:37,lose
2024-12-14 07:12:02,win
2024-12-14 07:13:32,lose
2024-12-14 07:15:02,lose
2024-12-14 07:16:31,lose
2024-12-14 07:18:02,win
2024-12-14 07:19:32,lose
2024-12-14 07:21:07,win
2024-12-14 07:22:37,lose
2024-12-14 07:24:03,win
2024-12-14 07:25:33,win
2024-12-14 07:27:03,lose
2024-12-14 07:28:37,lose
2024-12-14 07:30:07,win
2024-12-14 07:31:37,lose
2024-12-14 07:33:08,lose
2024-12-14 07:34:38,win
2024-12-14 07:36:04,lose
2024-12-14 07:37:39,lose
2024-12-14 07:39:08,win
2024-12-14 07:40:37,lose
2024-12-14 07:42:03,lose
2024-12-14 07:43:33,win
2024-12-14 07:45:03,lose
2024-12-14 07:46:32,lose
2024-12-14 07:48:03,win
2024-12-14 07:49:36,win
2024-12-14 07:51:02,win
2024-12-14 07:52:37,lose
2024-12-14 07:54:02,win
2024-12-14 07:55:32,lose
2024-12-14 07:57:04,lose
2024-12-14 07:58:37,win
2024-12-14 08:00:06,win
2024-12-14 08:01:37,win
2024-12-14 08:03:03,lose
2024-12-14 08:04:37,win
2024-12-14 08:06:03,lose
2024-12-14 08:07:37,win
2024-12-14 08:09:07,win
2024-12-14 08:10:38,lose
2024-12-14 08:12:03,lose
2024-12-14 08:13:32,lose
2024-12-14 08:15:04,lose
2024-12-14 08:16:33,win
2024-12-14 08:18:03,win
2024-12-14 08:19:32,win
2024-12-14 08:21:03,lose
2024-12-14 08:22:32,lose
2024-12-14 08:24:02,win
2024-12-14 08:25:38,lose
2024-12-14 08:27:07,win
2024-12-14 08:28:33,lose
2024-12-14 08:30:07,lose
2024-12-14 08:31:37,win
2024-12-14 08:33:03,win
2024-12-14 08:34:33,win
2024-12-14 08:36:03,lose
2024-12-14 08:37:37,win
2024-12-14 08:39:07,win
2024-12-14 08:40:32,win
2024-12-14 08:42:02,lose
2024-12-14 08:43:36,lose
2024-12-14 08:45:04,win
2024-12-14 08:46:32,lose
2024-12-14 08:48:04,win
2024-12-14 08:49:33,win
2024-12-14 08:51:03,lose
2024-12-14 08:52:33,win
2024-12-14 08:54:03,win
2024-12-14 08:55:33,lose
2024-12-14 08:57:03,lose
2024-12-14 08:58:37,win
2024-12-14 09:00:07,win
2024-12-14 09:01:37,win
2024-12-14 09:03:03,lose
2024-12-14 09:04:13,lose
2024-12-14 09:04:38,lose
2024-12-14 09:06:07,win
2024-12-14 09:07:37,lose
2024-12-14 09:09:07,win
2024-12-14 09:10:32,win
2024-12-14 09:12:03,lose
2024-12-14 09:13:32,win
2024-12-14 09:15:07,lose
2024-12-14 09:16:32,lose
2024-12-14 09:18:03,lose
2024-12-14 09:19:33,win
2024-12-14 09:21:02,win
2024-12-14 09:22:32,win
2024-12-14 09:24:08,lose
2024-12-14 09:25:38,win
2024-12-14 09:27:07,lose
2024-12-14 09:28:33,lose
2024-12-14 09:30:07,lose
2024-12-14 09:31:33,lose
2024-12-14 09:33:08,lose
2024-12-14 09:34:39,win
2024-12-14 09:36:08,lose
2024-12-14 09:37:37,win
2024-12-14 09:39:02,win
2024-12-14 09:40:36,lose
2024-12-14 09:42:02,win
2024-12-14 09:43:33,win
2024-12-14 09:45:07,lose
2024-12-14 09:46:37,win
2024-12-14 09:48:02,win
2024-12-14 09:49:33,lose
2024-12-14 09:51:02,lose
2024-12-14 09:52:32,win
2024-12-14 09:54:08,lose
2024-12-14 09:55:38,win
2024-12-14 09:57:08,win
2024-12-14 09:58:33,win
2024-12-14 10:00:06,win
2024-12-14 10:25:15,lose
2024-12-14 10:25:37,win
2024-12-14 10:27:07,lose
2024-12-14 10:28:32,win
2024-12-14 10:30:07,win
2024-12-14 10:31:37,lose
2024-12-14 10:33:07,lose
2024-12-14 10:34:36,win
2024-12-14 10:36:08,win
2024-12-14 10:37:32,win
2024-12-14 10:39:02,win
2024-12-14 10:40:32,win
2024-12-14 10:42:01,lose
2024-12-14 10:43:32,lose
2024-12-14 10:45:07,win
2024-12-14 10:46:32,lose
2024-12-14 10:48:06,lose
2024-12-14 10:49:32,win
2024-12-14 10:51:02,lose
2024-12-14 10:52:32,win
2024-12-14 10:54:07,win
2024-12-14 10:55:36,lose
2024-12-14 10:57:03,lose
2024-12-14 10:58:37,lose
2024-12-14 11:00:06,lose
2024-12-14 11:01:36,win
2024-12-14 11:03:07,win
2024-12-14 11:04:37,win
2024-12-14 11:06:08,lose
2024-12-14 11:07:31,lose
2024-12-14 11:09:07,win
2024-12-14 11:10:32,win
2024-12-14 11:12:02,lose
2024-12-14 11:13:32,win
2024-12-14 11:15:02,win
2024-12-14 11:16:37,win
2024-12-14 11:18:07,lose
2024-12-14 11:19:32,lose
2024-12-14 11:21:02,lose
2024-12-14 11:22:37,lose
2024-12-14 11:24:06,lose
2024-12-14 11:25:36,lose
2024-12-14 11:27:07,lose
2024-12-14 11:28:37,lose
2024-12-14 11:30:05,lose
2024-12-14 11:31:36,win
2024-12-14 11:33:07,win
2024-12-14 11:34:37,win
2024-12-14 11:36:08,lose
2024-12-14 11:37:36,win
2024-12-14 11:39:02,win
2024-12-14 11:40:36,win
2024-12-14 11:42:02,lose
2024-12-14 11:43:32,win
2024-12-14 11:45:02,lose
2024-12-14 11:46:33,lose
2024-12-14 11:48:08,lose
2024-12-14 11:49:37,win
2024-12-14 11:51:02,lose
2024-12-14 11:52:32,win
2024-12-14 11:54:06,lose
2024-12-14 11:55:37,lose
2024-12-14 11:57:07,win
2024-12-14 11:58:37,lose
2024-12-14 12:00:06,lose
2024-12-14 12:01:38,lose
2024-12-14 12:03:08,lose
2024-12-14 12:04:36,lose
2024-12-14 12:06:07,lose
2024-12-14 12:07:33,win
2024-12-14 12:09:02,win
2024-12-14 12:10:36,win
2024-12-14 12:12:01,win
2024-12-14 12:13:31,win
2024-12-14 12:15:01,win
2024-12-14 12:16:33,win
2024-12-14 12:18:07,win
2024-12-14 12:19:36,win
2024-12-14 12:21:07,lose
2024-12-14 12:22:36,lose
2024-12-14 12:24:07,lose
2024-12-14 12:25:38,lose
2024-12-14 12:27:07,win
2024-12-14 12:28:37,lose
2024-12-14 12:30:05,win
2024-12-14 12:31:36,lose
2024-12-14 12:33:07,win
2024-12-14 12:34:38,lose
2024-12-14 12:36:02,win
2024-12-14 12:37:33,win
2024-12-14 12:39:02,win
2024-12-14 12:40:32,lose
2024-12-14 12:42:03,lose
2024-12-14 12:43:33,win
2024-12-14 12:45:07,lose
2024-12-14 12:46:33,lose
2024-12-14 12:48:02,lose
2024-12-14 12:49:37,win
2024-12-14 12:51:02,win
2024-12-14 12:52:32,win
2024-12-14 12:54:08,lose
2024-12-14 12:55:37,lose
2024-12-14 12:57:08,lose
2024-12-14 12:58:37,lose
2024-12-14 13:00:07,win
2024-12-14 13:01:38,lose
2024-12-14 13:03:09,lose
2024-12-14 13:04:33,win
2024-12-14 13:06:04,lose
2024-12-14 13:07:33,lose
2024-12-14 13:09:03,win
2024-12-14 13:10:31,lose
2024-12-14 13:12:02,win
2024-12-14 13:13:37,lose
2024-12-14 13:15:07,win
2024-12-14 13:16:37,lose
2024-12-14 13:18:07,lose
2024-12-14 13:19:36,lose
2024-12-14 13:21:02,win
2024-12-14 13:22:37,lose
2024-12-14 13:24:08,lose
2024-12-14 13:25:37,win
2024-12-14 13:27:08,win
2024-12-14 13:28:38,lose
2024-12-14 13:30:07,win
2024-12-14 13:31:37,win
2024-12-14 13:33:08,win
2024-12-14 13:34:33,lose
2024-12-14 13:36:04,lose
2024-12-14 13:37:31,win
2024-12-14 13:39:02,win
2024-12-14 13:40:32,lose
2024-12-14 13:42:03,lose
2024-12-14 13:43:33,lose
2024-12-14 13:45:03,lose
2024-12-14 13:46:32,win
2024-12-14 13:48:07,lose
2024-12-14 13:49:37,win
2024-12-14 13:51:03,lose
2024-12-14 13:52:32,win
2024-12-14 13:54:03,win
2024-12-14 13:55:38,lose
2024-12-14 13:57:08,win
2024-12-14 13:58:33,win
2024-12-14 14:00:07,lose
2024-12-14 14:01:38,win
2024-12-14 14:03:08,lose
2024-12-14 14:04:33,lose
2024-12-14 14:06:03,win
2024-12-14 14:07:33,lose
2024-12-14 14:09:03,lose
2024-12-14 14:10:32,win
2024-12-14 14:12:03,win
2024-12-14 14:13:33,lose
2024-12-14 14:14:26,win
2024-12-14 14:15:04,lose
2024-12-14 14:16:37,win
2024-12-14 14:18:08,win
2024-12-14 14:19:33,win
2024-12-14 14:21:03,lose
2024-12-14 14:22:32,win
2024-12-14 14:24:07,win
2024-12-14 14:25:38,lose
2024-12-14 14:27:08,lose
2024-12-14 14:28:39,win
2024-12-14 14:30:08,lose
2024-12-14 14:31:38,lose
2024-12-14 14:33:03,win
2024-12-14 14:34:32,win
2024-12-14 14:36:02,win
2024-12-14 14:37:33,lose
2024-12-14 14:39:02,win
2024-12-14 14:40:33,win
2024-12-14 14:42:03,lose
2024-12-14 14:43:32,win
2024-12-14 14:45:02,lose
2024-12-14 14:46:33,win
2024-12-14 14:48:08,win
2024-12-14 14:49:33,win
2024-12-14 14:51:07,win
2024-12-14 14:52:33,win
2024-12-14 14:54:03,win
2024-12-14 14:55:32,lose
2024-12-14 14:57:02,win
2024-12-14 14:58:38,lose
2024-12-14 15:00:07,win
2024-12-14 15:01:37,lose
2024-12-14 15:03:02,win
2024-12-14 15:04:32,lose
2024-12-14 15:06:03,lose
2024-12-14 15:07:33,lose
2024-12-14 15:09:08,lose
2024-12-14 15:10:36,lose
2024-12-14 15:12:07,lose
2024-12-14 15:13:32,lose
2024-12-14 15:15:02,lose
2024-12-14 15:16:33,win
2024-12-14 15:18:08,win
2024-12-14 15:19:38,win
2024-12-14 15:21:07,win
2024-12-14 15:22:33,win
2024-12-14 15:24:04,win
2024-12-14 15:25:33,win
2024-12-14 15:27:09,lose
2024-12-14 15:28:37,lose
2024-12-14 15:30:06,win
2024-12-14 15:31:33,lose
2024-12-14 15:33:02,win
2024-12-14 15:34:33,lose
2024-12-14 15:36:01,lose
2024-12-14 15:37:32,win
2024-12-14 15:39:26,win
2024-12-14 15:40:38,win
2024-12-14 15:42:03,lose
2024-12-14 15:42:43,lose
2024-12-14 15:43:33,win
2024-12-14 15:45:03,lose
2024-12-14 15:46:36,win
2024-12-14 15:48:06,win
2024-12-14 15:49:37,win
2024-12-14 15:51:08,lose
2024-12-14 15:52:37,lose
2024-12-14 15:54:07,win
2024-12-14 15:55:33,win
2024-12-14 15:57:03,win
2024-12-14 15:58:32,win
2024-12-14 16:00:05,lose
2024-12-14 16:01:31,win
2024-12-14 16:03:02,win
2024-12-14 16:04:37,lose
2024-12-14 16:06:02,lose
2024-12-14 16:07:35,lose
2024-12-14 16:09:02,win
2024-12-14 16:10:32,win
2024-12-14 16:12:02,win
2024-12-14 16:13:33,win
2024-12-14 16:15:08,win
2024-12-14 16:16:36,win
2024-12-14 16:18:07,win
2024-12-14 16:19:37,win
2024-12-14 16:21:07,lose
2024-12-14 16:22:37,lose
2024-12-14 16:24:06,win
2024-12-14 16:25:35,lose
2024-12-14 16:27:02,lose
2024-12-14 16:28:31,lose
2024-12-14 16:30:06,win
2024-12-14 16:31:31,lose
2024-12-14 16:33:03,lose
2024-12-14 16:34:33,lose
2024-12-14 16:36:06,lose
2024-12-14 16:37:36,win
2024-12-14 16:39:07,lose
2024-12-14 16:40:33,lose
2024-12-14 16:42:02,lose
2024-12-14 16:43:33,lose
2024-12-14 16:45:06,lose
2024-12-14 16:46:37,win
2024-12-14 16:48:07,win
2024-12-14 16:49:37,lose
2024-12-14 16:51:07,win
2024-12-14 16:52:36,lose
2024-12-14 16:54:07,win
2024-12-14 16:55:37,lose
2024-12-14 16:57:02,lose
2024-12-14 16:58:36,win
2024-12-14 17:00:06,lose
2024-12-14 17:01:32,lose
2024-12-14 17:03:03,win
2024-12-14 17:03:11,win
2024-12-14 17:04:37,win
2024-12-14 17:06:03,lose
2024-12-14 17:07:32,win
2024-12-14 17:09:03,lose
2024-12-14 17:10:37,win
2024-12-14 17:12:07,win
2024-12-14 17:13:37,win
2024-12-14 17:15:07,win
2024-12-14 17:16:36,lose
2024-12-14 17:18:06,lose
2024-12-14 17:19:32,win
2024-12-14 17:21:06,win
2024-12-14 17:22:32,lose
2024-12-14 17:24:06,win
2024-12-14 17:25:31,win
2024-12-14 17:27:07,lose
2024-12-14 17:28:37,lose
2024-12-14 17:30:06,win
2024-12-14 17:31:31,lose
2024-12-14 17:33:08,lose
2024-12-14 17:34:37,lose
2024-12-14 17:36:03,lose
2024-12-14 17:37:33,win
2024-12-14 17:39:07,lose
2024-12-14 17:40:37,win
2024-12-14 17:42:08,win
2024-12-14 17:43:38,win
2024-12-14 17:45:08,win
2024-12-14 17:46:37,win
2024-12-14 17:48:03,lose
2024-12-14 17:49:32,lose
2024-12-14 17:51:03,lose
2024-12-14 17:52:32,lose
2024-12-14 17:54:08,win
2024-12-14 17:55:32,win
2024-12-14 17:57:02,lose
2024-12-14 17:58:32,win
2024-12-14 18:00:06,lose
2024-12-14 18:01:37,lose
2024-12-14 18:03:08,win
2024-12-14 18:04:33,win
2024-12-14 18:06:07,win
2024-12-14 18:07:33,lose
2024-12-14 18:09:03,lose
2024-12-14 18:10:38,win
2024-12-14 18:12:08,lose
2024-12-14 18:13:38,lose
2024-12-14 18:15:08,lose
2024-12-14 18:16:33,lose
2024-12-14 18:18:02,win
2024-12-14 18:19:32,lose
2024-12-14 18:21:03,lose
2024-12-14 18:22:33,lose
2024-12-14 18:24:02,win
2024-12-14 18:25:33,lose
2024-12-14 18:27:02,lose
2024-12-14 18:28:34,win
2024-12-14 18:30:06,lose
2024-12-14 18:31:38,win
2024-12-14 18:33:04,lose
2024-12-14 18:34:33,win
2024-12-14 18:36:03,lose
2024-12-14 18:37:37,lose
2024-12-14 18:39:09,lose
2024-12-14 18:40:38,win
2024-12-14 18:42:08,win
2024-12-14 18:43:38,win
2024-12-14 18:45:08,win
2024-12-14 18:46:37,win
2024-12-14 18:48:03,lose
2024-12-14 18:49:32,lose
2024-12-14 18:51:03,lose
2024-12-14 18:52:33,win
2024-12-14 18:54:03,lose
2024-12-14 18:55:33,lose
2024-12-14 18:57:04,lose
2024-12-14 18:58:37,lose
2024-12-14 19:00:06,win
2024-12-14 19:01:33,lose
2024-12-14 19:03:08,win
2024-12-14 19:04:38,win
2024-12-14 19:06:04,lose
2024-12-14 19:07:37,lose
2024-12-14 19:09:09,lose
2024-12-14 19:10:37,win
2024-12-14 19:12:03,lose
2024-12-14 19:13:38,win
2024-12-14 19:15:09,lose
2024-12-14 19:16:34,win
2024-12-14 19:18:04,win
2024-12-14 19:19:32,win
2024-12-14 19:21:03,lose
2024-12-14 19:22:31,win
2024-12-14 19:24:03,win
2024-12-14 19:25:33,win
2024-12-14 19:27:03,win
2024-12-14 19:28:37,win
2024-12-14 19:30:07,lose
2024-12-14 19:31:37,win
2024-12-14 19:33:03,lose
2024-12-14 19:34:38,win
2024-12-14 19:36:04,lose
2024-12-14 19:37:33,win
2024-12-14 19:39:03,win
2024-12-14 19:40:37,win
2024-12-14 19:42:07,win
2024-12-14 19:43:37,lose
2024-12-14 19:45:08,lose
2024-12-14 19:45:14,win
2024-12-14 19:46:33,win
2024-12-14 19:48:01,lose
2024-12-14 19:49:32,lose
2024-12-14 19:51:02,win
2024-12-14 19:52:32,win
2024-12-14 19:54:03,lose
2024-12-14 19:55:33,win
2024-12-14 19:57:07,lose
2024-12-14 19:58:37,win
2024-12-14 20:00:07,win
2024-12-14 20:01:37,lose
2024-12-14 20:03:04,lose
2024-12-14 20:04:34,lose
2024-12-14 20:06:04,lose
2024-12-14 20:07:37,lose
2024-12-14 20:09:08,lose
2024-12-14 20:10:38,lose
2024-12-14 20:12:03,lose
2024-12-14 20:13:39,lose
2024-12-14 20:15:08,lose
2024-12-14 20:16:33,win
2024-12-14 20:18:03,win
2024-12-14 20:19:32,lose
2024-12-14 20:21:03,lose
2024-12-14 20:22:33,lose
2024-12-14 20:24:03,lose
2024-12-14 20:25:34,lose
2024-12-14 20:27:07,win
2024-12-14 20:28:37,lose
2024-12-14 20:30:06,lose
2024-12-14 20:31:38,lose
2024-12-14 20:33:04,lose
2024-12-14 20:34:38,win
2024-12-14 20:36:03,lose
2024-12-14 20:37:36,win
2024-12-14 20:39:07,lose
2024-12-14 20:40:37,win
2024-12-14 20:42:08,lose
2024-12-14 20:43:38,win
2024-12-14 20:45:02,win
2024-12-14 20:46:31,win
2024-12-14 20:48:02,win
2024-12-14 20:49:33,lose
2024-12-14 20:51:03,win
2024-12-14 20:52:32,lose
2024-12-14 20:54:03,lose
2024-12-14 20:55:32,lose
2024-12-14 20:57:02,lose
2024-12-14 20:58:38,win
2024-12-14 21:00:06,win
2024-12-14 21:01:38,lose
2024-12-14 21:03:08,win
2024-12-14 21:04:33,win
2024-12-14 21:06:03,lose
2024-12-14 21:07:37,win
2024-12-14 21:09:03,win
2024-12-14 21:10:38,lose
2024-12-14 21:12:08,win
2024-12-14 21:13:39,lose
2024-12-14 21:15:02,lose
2024-12-14 21:16:37,win
2024-12-14 21:18:07,lose
2024-12-14 21:19:33,lose
2024-12-14 21:21:03,win
2024-12-14 21:22:33,win
2024-12-14 21:24:02,lose
2024-12-14 21:25:31,lose
2024-12-14 21:27:03,win
2024-12-14 21:28:33,win
2024-12-14 21:30:07,win
2024-12-14 21:31:32,win
2024-12-14 21:33:03,lose
2024-12-14 21:34:37,lose
2024-12-14 21:36:08,lose
2024-12-14 21:37:37,lose
2024-12-14 21:39:08,lose
2024-12-14 21:40:38,lose
2024-12-14 21:42:09,win
2024-12-14 21:43:38,lose
2024-12-14 21:45:03,lose
2024-12-14 21:46:37,win
2024-12-14 21:48:03,win
2024-12-14 21:49:33,win
2024-12-14 21:51:03,win
2024-12-14 21:52:33,lose
2024-12-14 21:54:03,lose
2024-12-14 21:55:37,lose
2024-12-14 21:57:07,lose
2024-12-14 21:58:32,lose
2024-12-14 22:00:06,win
2024-12-14 22:01:33,win
2024-12-14 22:03:08,lose
2024-12-14 22:04:38,lose
2024-12-14 22:06:03,win
2024-12-14 22:07:38,lose
2024-12-14 22:09:09,win
2024-12-14 22:10:38,win
2024-12-14 22:12:04,lose
2024-12-14 22:13:37,lose
2024-12-14 22:15:02,win
2024-12-14 22:16:33,lose
2024-12-14 22:18:04,lose
2024-12-14 22:19:32,lose
2024-12-14 22:21:02,win
2024-12-14 22:22:33,lose
2024-12-14 22:24:07,lose
2024-12-14 22:25:32,win
2024-12-14 22:27:03,win
2024-12-14 22:28:33,lose
2024-12-14 22:30:07,win
2024-12-14 22:31:38,lose
2024-12-14 22:33:04,lose
2024-12-14 22:34:38,win
2024-12-14 22:36:04,win
2024-12-14 22:37:33,win
2024-12-14 22:39:03,lose
2024-12-14 22:40:33,lose
2024-12-14 22:42:04,lose
2024-12-14 22:43:36,win
2024-12-14 22:45:02,lose
2024-12-14 22:46:38,lose
2024-12-14 22:48:03,lose
2024-12-14 22:49:38,win
2024-12-14 22:51:03,lose
2024-12-14 22:52:32,win
2024-12-14 22:54:08,win
2024-12-14 22:55:38,win
2024-12-14 22:57:03,lose
2024-12-14 22:58:37,win
2024-12-14 23:00:08,lose
2024-12-14 23:01:39,win
2024-12-14 23:03:07,lose
2024-12-14 23:04:37,lose
2024-12-14 23:06:02,lose
2024-12-14 23:07:32,win
2024-12-14 23:09:03,win
2024-12-14 23:10:38,lose
2024-12-14 23:12:03,lose
2024-12-14 23:13:36,lose
2024-12-14 23:15:03,win
2024-12-14 23:16:32,win
2024-12-14 23:18:07,lose
2024-12-14 23:19:37,win
2024-12-14 23:21:08,win
2024-12-14 23:22:37,win
2024-12-14 23:24:08,win
2024-12-14 23:25:39,lose
2024-12-14 23:27:08,lose
2024-12-14 23:28:33,win
2024-12-14 23:30:08,win
2024-12-14 23:31:33,win
2024-12-14 23:33:02,lose
2024-12-14 23:34:32,win
2024-12-14 23:36:02,win
2024-12-14 23:37:38,lose
2024-12-14 23:39:07,win
2024-12-14 23:40:33,win
2024-12-14 23:42:07,lose
2024-12-14 23:43:37,win
2024-12-14 23:45:02,lose
2024-12-14 23:46:33,win
2024-12-14 23:48:03,lose
2024-12-14 23:49:33,win
2024-12-14 23:51:04,lose
2024-12-14 23:52:36,lose
2024-12-14 23:54:08,win
2024-12-14 23:55:37,win
2024-12-14 23:57:08,win
2024-12-14 23:58:37,lose
2024-12-15 00:00:07,win
2024-12-15 00:05:24,lose
2024-12-15 00:06:03,win
2024-12-15 00:07:33,win
2024-12-15 00:09:03,win
2024-12-15 00:10:34,lose
2024-12-15 00:12:02,win
2024-12-15 00:13:37,win
2024-12-15 00:15:07,win
2024-12-15 00:16:38,win
2024-12-15 00:18:04,lose
2024-12-15 00:19:38,lose
2024-12-15 00:21:04,win
2024-12-15 00:22:33,lose
2024-12-15 00:24:03,win
2024-12-15 00:25:37,lose
2024-12-15 00:27:03,win
2024-12-15 00:28:32,lose
2024-12-15 00:30:02,win
2024-12-15 00:31:32,win
2024-12-15 00:33:03,lose
2024-12-15 00:34:33,win
2024-12-15 00:36:02,win
2024-12-15 00:37:33,lose
2024-12-15 00:39:03,lose
2024-12-15 00:40:37,lose
2024-12-15 00:42:03,win
2024-12-15 00:43:37,win
2024-12-15 00:45:02,lose
2024-12-15 00:46:38,lose
2024-12-15 00:48:07,win
2024-12-15 00:49:38,win
2024-12-15 00:51:07,win
2024-12-15 00:52:33,win
2024-12-15 00:54:09,win
2024-12-15 00:55:32,lose
2024-12-15 00:57:02,lose
2024-12-15 00:58:33,lose
2024-12-15 01:00:02,lose
2024-12-15 01:01:37,lose
2024-12-15 01:03:03,lose
2024-12-15 01:04:32,lose
2024-12-15 01:06:08,lose
2024-12-15 01:07:33,win
2024-12-15 01:09:03,lose
2024-12-15 01:10:37,lose
2024-12-15 01:12:09,win
2024-12-15 01:13:37,lose
2024-12-15 01:15:08,win
2024-12-15 01:16:38,win
2024-12-15 01:18:04,lose
2024-12-15 01:19:32,win
2024-12-15 01:21:03,win
2024-12-15 01:22:32,lose
2024-12-15 01:24:03,lose
2024-12-15 01:25:32,lose
2024-12-15 01:27:02,win
2024-12-15 01:28:32,lose
2024-12-15 01:30:07,win
2024-12-15 01:31:37,win
2024-12-15 01:33:02,win
2024-12-15 01:34:33,win
2024-12-15 01:36:02,lose
